left_station,right_station,metric,correlation
Guanyuan,Dingling,canonical,0.9270625821486586
Guanyuan,Dongsi,canonical,0.975043304174251
Guanyuan,Guanyuan,canonical,1.0
Guanyuan,Gucheng,canonical,0.9710298213455302
Guanyuan,Huairou,canonical,0.9107643740804191
Guanyuan,Nongzhanguan,canonical,0.9731396273916033
Guanyuan,Shunyi,canonical,0.9370628676436894
Guanyuan,Tiantan,canonical,0.9829403999913104
Guanyuan,Wanliu,canonical,0.9758761811718893
Guanyuan,Wanshouxigong,canonical,0.9711259527916093
Gucheng,Aotizhongxin,canonical,0.9667655220213526
Gucheng,Changping,canonical,0.9237260460897733
Gucheng,Dingling,canonical,0.9221109897155572
Gucheng,Dongsi,canonical,0.9511250076807377
Gucheng,Guanyuan,canonical,0.9710298213455302
Gucheng,Gucheng,canonical,1.0
Gucheng,Huairou,canonical,0.9067441866055331
Gucheng,Nongzhanguan,canonical,0.9503983223799283
Gucheng,Shunyi,canonical,0.9182011500020993
Gucheng,Tiantan,canonical,0.9627521026983749
Gucheng,Wanliu,canonical,0.9699182555070581
Gucheng,Wanshouxigong,canonical,0.955828297984754
Huairou,Aotizhongxin,canonical,0.9158439074188056
Huairou,Changping,canonical,0.8962295678939377
Huairou,Dingling,canonical,0.9080514983752517
Huairou,Dongsi,canonical,0.8998081467262268
Huairou,Guanyuan,canonical,0.910764374080419
Huairou,Gucheng,canonical,0.9067441866055331
Huairou,Huairou,canonical,1.0
Huairou,Nongzhanguan,canonical,0.9010319837525838
Huairou,Shunyi,canonical,0.9448772683037162
Huairou,Tiantan,canonical,0.9059602197574237
Huairou,Wanliu,canonical,0.9107787508868772
Huairou,Wanshouxigong,canonical,0.8887047943876442
Nongzhanguan,Aotizhongxin,canonical,0.9768210382244338
Nongzhanguan,Changping,canonical,0.9141112462934909
Nongzhanguan,Dingling,canonical,0.9137313852514928
Nongzhanguan,Dongsi,canonical,0.9700185151727377
Nongzhanguan,Guanyuan,canonical,0.9731396273916033
Nongzhanguan,Gucheng,canonical,0.9503983223799282
Nongzhanguan,Huairou,canonical,0.9010319837525838
Nongzhanguan,Nongzhanguan,canonical,1.0
Nongzhanguan,Shunyi,canonical,0.9381883718250321
Nongzhanguan,Tiantan,canonical,0.9767422401853587
Nongzhanguan,Wanliu,canonical,0.960773207253362
Nongzhanguan,Wanshouxigong,canonical,0.9599134060979467
Shunyi,Aotizhongxin,canonical,0.9465686952360822
Shunyi,Changping,canonical,0.8939200330823877
Shunyi,Dingling,canonical,0.9040889930715154
Shunyi,Dongsi,canonical,0.9334397891514686
Shunyi,Guanyuan,canonical,0.9370628676436894
Shunyi,Gucheng,canonical,0.9182011500020993
Shunyi,Huairou,canonical,0.9448772683037163
Shunyi,Nongzhanguan,canonical,0.9381883718250321
Shunyi,Shunyi,canonical,0.9999999999999999
Shunyi,Tiantan,canonical,0.9364764020266436
Shunyi,Wanliu,canonical,0.9231808146740725
Shunyi,Wanshouxigong,canonical,0.9218357880482443
Tiantan,Aotizhongxin,canonical,0.9772548214681119
Tiantan,Changping,canonical,0.9133260511871848
Tiantan,Dingling,canonical,0.914565014833559
Tiantan,Dongsi,canonical,0.973333563697158
Tiantan,Guanyuan,canonical,0.9829403999913104
Tiantan,Gucheng,canonical,0.9627521026983749
Tiantan,Huairou,canonical,0.9059602197574238
Tiantan,Nongzhanguan,canonical,0.9767422401853588
Tiantan,Shunyi,canonical,0.9364764020266436
Tiantan,Tiantan,canonical,1.0
Tiantan,Wanliu,canonical,0.9687299510474712
Tiantan,Wanshouxigong,canonical,0.9713270577386406
Wanliu,Aotizhongxin,canonical,0.9717984034847146
Wanliu,Changping,canonical,0.9219573274620457
Wanliu,Dingling,canonical,0.9208285405210357
Wanliu,Dongsi,canonical,0.9601707300265886
Wanliu,Guanyuan,canonical,0.9758761811718895
Wanliu,Gucheng,canonical,0.9699182555070581
Wanliu,Huairou,canonical,0.9107787508868772
Wanliu,Nongzhanguan,canonical,0.960773207253362
Wanliu,Shunyi,canonical,0.9231808146740725
Wanliu,Tiantan,canonical,0.9687299510474712
Wanliu,Wanliu,canonical,0.9999999999999999
Wanliu,Wanshouxigong,canonical,0.9550776668750038
Wanshouxigong,Aotizhongxin,canonical,0.9641145771880695
Wanshouxigong,Changping,canonical,0.8970218062824237
Wanshouxigong,Dingling,canonical,0.9001170190277875
Wanshouxigong,Dongsi,canonical,0.9660248121712499
Wanshouxigong,Guanyuan,canonical,0.9711259527916093
Wanshouxigong,Gucheng,canonical,0.955828297984754
Wanshouxigong,Huairou,canonical,0.8887047943876442
Wanshouxigong,Nongzhanguan,canonical,0.9599134060979468
Wanshouxigong,Shunyi,canonical,0.9218357880482443
Wanshouxigong,Tiantan,canonical,0.9713270577386406
Wanshouxigong,Wanliu,canonical,0.9550776668750038
Wanshouxigong,Wanshouxigong,canonical,1.0
Aotizhongxin,Aotizhongxin,year_month_residual,1.0
Aotizhongxin,Changping,year_month_residual,0.9201242932759517
Aotizhongxin,Dingling,year_month_residual,0.923955256105728
Aotizhongxin,Dongsi,year_month_residual,0.9726929204511823
Aotizhongxin,Guanyuan,year_month_residual,0.9747047416523291
Aotizhongxin,Gucheng,year_month_residual,0.9548564920129164
Aotizhongxin,Huairou,year_month_residual,0.9079266487415844
Aotizhongxin,Nongzhanguan,year_month_residual,0.9737357256964677
Aotizhongxin,Shunyi,year_month_residual,0.9379160038342155
Aotizhongxin,Tiantan,year_month_residual,0.9688793486543977
Aotizhongxin,Wanliu,year_month_residual,0.9694787298946916
Aotizhongxin,Wanshouxigong,year_month_residual,0.9546955463059167
Changping,Aotizhongxin,year_month_residual,0.9201242932759517
Changping,Changping,year_month_residual,0.9999999999999999
Changping,Dingling,year_month_residual,0.9533262651590519
Changping,Dongsi,year_month_residual,0.9047818842071339
Changping,Guanyuan,year_month_residual,0.9128761547593298
Changping,Gucheng,year_month_residual,0.9108605028032298
Changping,Huairou,year_month_residual,0.8882603332963651
Changping,Nongzhanguan,year_month_residual,0.9098870137249273
Changping,Shunyi,year_month_residual,0.8876904066207291
Changping,Tiantan,year_month_residual,0.9019301167103694
Changping,Wanliu,year_month_residual,0.9156777512383953
Changping,Wanshouxigong,year_month_residual,0.8841547920709288
Dingling,Aotizhongxin,year_month_residual,0.923955256105728
Dingling,Changping,year_month_residual,0.9533262651590518
Dingling,Dingling,year_month_residual,1.0
Dingling,Dongsi,year_month_residual,0.9085729378094304
Dingling,Guanyuan,year_month_residual,0.9155068130993269
Dingling,Gucheng,year_month_residual,0.9111089465794324
Dingling,Huairou,year_month_residual,0.8994362161952604
Dingling,Nongzhanguan,year_month_residual,0.9077341528283676
Dingling,Shunyi,year_month_residual,0.8956361422088518
Dingling,Tiantan,year_month_residual,0.9029629790153842
Dingling,Wanliu,year_month_residual,0.9178929112689974
Dingling,Wanshouxigong,year_month_residual,0.8872182661554237
Dongsi,Aotizhongxin,year_month_residual,0.9726929204511824
Dongsi,Changping,year_month_residual,0.9047818842071339
Dongsi,Dingling,year_month_residual,0.9085729378094304
Dongsi,Dongsi,year_month_residual,1.0
Dongsi,Guanyuan,year_month_residual,0.9738652632572625
Dongsi,Gucheng,year_month_residual,0.9448065711714627
Dongsi,Huairou,year_month_residual,0.8934886076669271
Dongsi,Nongzhanguan,year_month_residual,0.9722352669869823
Dongsi,Shunyi,year_month_residual,0.9245851861297272
Dongsi,Tiantan,year_month_residual,0.9743740650088273
Dongsi,Wanliu,year_month_residual,0.9622428392568892
Dongsi,Wanshouxigong,year_month_residual,0.9619117605126978
Guanyuan,Aotizhongxin,year_month_residual,0.9747047416523291
Guanyuan,Changping,year_month_residual,0.9128761547593297
Guanyuan,Dingling,year_month_residual,0.915506813099327
Guanyuan,Dongsi,year_month_residual,0.9738652632572625
Guanyuan,Guanyuan,year_month_residual,1.0
Guanyuan,Gucheng,year_month_residual,0.9603297184854318
Guanyuan,Huairou,year_month_residual,0.9004046321671799
Guanyuan,Nongzhanguan,year_month_residual,0.9674662771580115
Guanyuan,Shunyi,year_month_residual,0.9265470384743788
Guanyuan,Tiantan,year_month_residual,0.9783384091267067
Guanyuan,Wanliu,year_month_residual,0.9759027454502455
Guanyuan,Wanshouxigong,year_month_residual,0.9649802936879099
Gucheng,Aotizhongxin,year_month_residual,0.9548564920129164
Gucheng,Changping,year_month_residual,0.9108605028032298
Gucheng,Dingling,year_month_residual,0.9111089465794324
Gucheng,Dongsi,year_month_residual,0.9448065711714628
Gucheng,Guanyuan,year_month_residual,0.9603297184854319
Gucheng,Gucheng,year_month_residual,1.0
Gucheng,Huairou,year_month_residual,0.8955773666980527
Gucheng,Nongzhanguan,year_month_residual,0.9397048218062946
Gucheng,Shunyi,year_month_residual,0.9028741461455272
Gucheng,Tiantan,year_month_residual,0.9529714064646824
Gucheng,Wanliu,year_month_residual,0.9696530106841843
Gucheng,Wanshouxigong,year_month_residual,0.9461828057533915
Huairou,Aotizhongxin,year_month_residual,0.9079266487415844
Huairou,Changping,year_month_residual,0.8882603332963652
Huairou,Dingling,year_month_residual,0.8994362161952604
Huairou,Dongsi,year_month_residual,0.8934886076669271
Huairou,Guanyuan,year_month_residual,0.9004046321671799
Huairou,Gucheng,year_month_residual,0.8955773666980527
Huairou,Huairou,year_month_residual,1.0
Huairou,Nongzhanguan,year_month_residual,0.8908968566487141
Huairou,Shunyi,year_month_residual,0.9407352129445928
Huairou,Tiantan,year_month_residual,0.8914210846535857
Huairou,Wanliu,year_month_residual,0.9034473058006051
Huairou,Wanshouxigong,year_month_residual,0.8757735022254685
Nongzhanguan,Aotizhongxin,year_month_residual,0.9737357256964677
Nongzhanguan,Changping,year_month_residual,0.9098870137249273
Nongzhanguan,Dingling,year_month_residual,0.9077341528283676
Nongzhanguan,Dongsi,year_month_residual,0.9722352669869823
Nongzhanguan,Guanyuan,year_month_residual,0.9674662771580115
Nongzhanguan,Gucheng,year_month_residual,0.9397048218062946
Nongzhanguan,Huairou,year_month_residual,0.890896856648714
Nongzhanguan,Nongzhanguan,year_month_residual,0.9999999999999999
Nongzhanguan,Shunyi,year_month_residual,0.9290591206330927
Nongzhanguan,Tiantan,year_month_residual,0.9717690554430845
Nongzhanguan,Wanliu,year_month_residual,0.9580917710391863
Nongzhanguan,Wanshouxigong,year_month_residual,0.9573027588248508
Shunyi,Aotizhongxin,year_month_residual,0.9379160038342155
Shunyi,Changping,year_month_residual,0.887690406620729
Shunyi,Dingling,year_month_residual,0.8956361422088518
Shunyi,Dongsi,year_month_residual,0.9245851861297272
Shunyi,Guanyuan,year_month_residual,0.9265470384743788
Shunyi,Gucheng,year_month_residual,0.9028741461455272
Shunyi,Huairou,year_month_residual,0.940735212944593
Shunyi,Nongzhanguan,year_month_residual,0.9290591206330927
Shunyi,Shunyi,year_month_residual,1.0
Shunyi,Tiantan,year_month_residual,0.9270890287817757
Shunyi,Wanliu,year_month_residual,0.9189138985967416
Shunyi,Wanshouxigong,year_month_residual,0.9092658640900347
Tiantan,Aotizhongxin,year_month_residual,0.9688793486543977
Tiantan,Changping,year_month_residual,0.9019301167103694
Tiantan,Dingling,year_month_residual,0.9029629790153844
Tiantan,Dongsi,year_month_residual,0.9743740650088274
Tiantan,Guanyuan,year_month_residual,0.9783384091267067
Tiantan,Gucheng,year_month_residual,0.9529714064646825
Tiantan,Huairou,year_month_residual,0.8914210846535857
Tiantan,Nongzhanguan,year_month_residual,0.9717690554430846
Tiantan,Shunyi,year_month_residual,0.9270890287817757
Tiantan,Tiantan,year_month_residual,1.0
Tiantan,Wanliu,year_month_residual,0.9672088971590874
Tiantan,Wanshouxigong,year_month_residual,0.9718967729251828
Wanliu,Aotizhongxin,year_month_residual,0.9694787298946917
Wanliu,Changping,year_month_residual,0.9156777512383953
Wanliu,Dingling,year_month_residual,0.9178929112689974
Wanliu,Dongsi,year_month_residual,0.9622428392568892
Wanliu,Guanyuan,year_month_residual,0.9759027454502456
Wanliu,Gucheng,year_month_residual,0.9696530106841843
Wanliu,Huairou,year_month_residual,0.9034473058006051
Wanliu,Nongzhanguan,year_month_residual,0.9580917710391863
Wanliu,Shunyi,year_month_residual,0.9189138985967416
Wanliu,Tiantan,year_month_residual,0.9672088971590874
Wanliu,Wanliu,year_month_residual,1.0
Wanliu,Wanshouxigong,year_month_residual,0.9572300439363072
Wanshouxigong,Aotizhongxin,year_month_residual,0.9546955463059166
Wanshouxigong,Changping,year_month_residual,0.8841547920709287
Wanshouxigong,Dingling,year_month_residual,0.8872182661554237
Wanshouxigong,Dongsi,year_month_residual,0.9619117605126978
Wanshouxigong,Guanyuan,year_month_residual,0.9649802936879098
Wanshouxigong,Gucheng,year_month_residual,0.9461828057533914
Wanshouxigong,Huairou,year_month_residual,0.8757735022254685
Wanshouxigong,Nongzhanguan,year_month_residual,0.9573027588248508
Wanshouxigong,Shunyi,year_month_residual,0.9092658640900346
Wanshouxigong,Tiantan,year_month_residual,0.9718967729251828
Wanshouxigong,Wanliu,year_month_residual,0.9572300439363072
Wanshouxigong,Wanshouxigong,year_month_residual,1.0
Aotizhongxin,Aotizhongxin,common_factor_removed,1.0
Aotizhongxin,Changping,common_factor_removed,-0.2863705559844403
Aotizhongxin,Dingling,common_factor_removed,-0.2676395374222259
Aotizhongxin,Dongsi,common_factor_removed,0.1233816732224117
Aotizhongxin,Guanyuan,common_factor_removed,0.17091276430592472
Aotizhongxin,Gucheng,common_factor_removed,0.021298975703785583
Aotizhongxin,Huairou,common_factor_removed,-0.3213450966035663
Aotizhongxin,Nongzhanguan,common_factor_removed,0.24429216862308278
Aotizhongxin,Shunyi,common_factor_removed,-0.07469840117039694
Aotizhongxin,Tiantan,common_factor_removed,0.11179941110133945
Aotizhongxin,Wanliu,common_factor_removed,0.06994177732067043
Aotizhongxin,Wanshouxigong,common_factor_removed,0.029525917523930693
Changping,Aotizhongxin,common_factor_removed,-0.2863705559844403
Changping,Changping,common_factor_removed,1.0
Changping,Dingling,common_factor_removed,0.5727282433497031
Changping,Dongsi,common_factor_removed,-0.4038028718867444
Changping,Guanyuan,common_factor_removed,-0.26770977164313875
Changping,Gucheng,common_factor_removed,-0.1118267210723734
Changping,Huairou,common_factor_removed,0.07329164896663214
Changping,Nongzhanguan,common_factor_removed,-0.34715493750658655
Changping,Shunyi,common_factor_removed,-0.15739311345018614
Changping,Tiantan,common_factor_removed,-0.3941088537082174
Changping,Wanliu,common_factor_removed,-0.19623543183424366
Changping,Wanshouxigong,common_factor_removed,-0.39446340302908006
Dingling,Aotizhongxin,common_factor_removed,-0.2676395374222259
Dingling,Changping,common_factor_removed,0.5727282433497031
Dingling,Dingling,common_factor_removed,1.0
Dingling,Dongsi,common_factor_removed,-0.3729271485732251
Dingling,Guanyuan,common_factor_removed,-0.31156065752170875
Dingling,Gucheng,common_factor_removed,-0.18137507101954095
Dingling,Huairou,common_factor_removed,0.14898488433426738
Dingling,Nongzhanguan,common_factor_removed,-0.3616635426693856
Dingling,Shunyi,common_factor_removed,-0.09891576861367944
Dingling,Tiantan,common_factor_removed,-0.4274529011063123
Dingling,Wanliu,common_factor_removed,-0.27045187017006306
Dingling,Wanshouxigong,common_factor_removed,-0.4097534579519391
Dongsi,Aotizhongxin,common_factor_removed,0.1233816732224117
Dongsi,Changping,common_factor_removed,-0.4038028718867444
Dongsi,Dingling,common_factor_removed,-0.37292714857322506
Dongsi,Dongsi,common_factor_removed,1.0
Dongsi,Guanyuan,common_factor_removed,0.19153723518969737
Dongsi,Gucheng,common_factor_removed,-0.10968173544985457
Dongsi,Huairou,common_factor_removed,-0.36881001976620054
Dongsi,Nongzhanguan,common_factor_removed,0.2591185476368387
Dongsi,Shunyi,common_factor_removed,-0.14997549481879913
Dongsi,Tiantan,common_factor_removed,0.2450988083273932
Dongsi,Wanliu,common_factor_removed,0.01258249271431428
Dongsi,Wanshouxigong,common_factor_removed,0.28003038103976546
Guanyuan,Aotizhongxin,common_factor_removed,0.17091276430592472
Guanyuan,Changping,common_factor_removed,-0.26770977164313875
Guanyuan,Dingling,common_factor_removed,-0.31156065752170875
Guanyuan,Dongsi,common_factor_removed,0.19153723518969737
Guanyuan,Guanyuan,common_factor_removed,1.0
Guanyuan,Gucheng,common_factor_removed,0.09965928725504117
Guanyuan,Huairou,common_factor_removed,-0.4150512061314799
Guanyuan,Nongzhanguan,common_factor_removed,0.09178785793718262
Guanyuan,Shunyi,common_factor_removed,-0.30823925793445484
Guanyuan,Tiantan,common_factor_removed,0.33390429931158394
Guanyuan,Wanliu,common_factor_removed,0.17441807694824055
Guanyuan,Wanshouxigong,common_factor_removed,0.21591332789334938
Gucheng,Aotizhongxin,common_factor_removed,0.021298975703785587
Gucheng,Changping,common_factor_removed,-0.1118267210723734
Gucheng,Dingling,common_factor_removed,-0.18137507101954095
Gucheng,Dongsi,common_factor_removed,-0.10968173544985457
Gucheng,Guanyuan,common_factor_removed,0.09965928725504117
Gucheng,Gucheng,common_factor_removed,0.9999999999999999
Gucheng,Huairou,common_factor_removed,-0.24375046310774687
Gucheng,Nongzhanguan,common_factor_removed,-0.17253928336457278
Gucheng,Shunyi,common_factor_removed,-0.35242710529810545
Gucheng,Tiantan,common_factor_removed,-0.006171577203122441
Gucheng,Wanliu,common_factor_removed,0.28636771780125525
Gucheng,Wanshouxigong,common_factor_removed,0.09811367022014819
Huairou,Aotizhongxin,common_factor_removed,-0.32134509660356636
Huairou,Changping,common_factor_removed,0.07329164896663214
Huairou,Dingling,common_factor_removed,0.14898488433426738
Huairou,Dongsi,common_factor_removed,-0.36881001976620054
Huairou,Guanyuan,common_factor_removed,-0.4150512061314799
Huairou,Gucheng,common_factor_removed,-0.2437504631077469
Huairou,Huairou,common_factor_removed,0.9999999999999998
Huairou,Nongzhanguan,common_factor_removed,-0.35767381614793053
Huairou,Shunyi,common_factor_removed,0.4323285734755696
Huairou,Tiantan,common_factor_removed,-0.4008274888819062
Huairou,Wanliu,common_factor_removed,-0.242028853201692
Huairou,Wanshouxigong,common_factor_removed,-0.3950998275350028
Nongzhanguan,Aotizhongxin,common_factor_removed,0.2442921686230828
Nongzhanguan,Changping,common_factor_removed,-0.34715493750658655
Nongzhanguan,Dingling,common_factor_removed,-0.3616635426693856
Nongzhanguan,Dongsi,common_factor_removed,0.2591185476368387
Nongzhanguan,Guanyuan,common_factor_removed,0.09178785793718262
Nongzhanguan,Gucheng,common_factor_removed,-0.17253928336457275
Nongzhanguan,Huairou,common_factor_removed,-0.35767381614793053
Nongzhanguan,Nongzhanguan,common_factor_removed,1.0
Nongzhanguan,Shunyi,common_factor_removed,-0.07171033097156312
Nongzhanguan,Tiantan,common_factor_removed,0.31779994476355267
Nongzhanguan,Wanliu,common_factor_removed,-0.00976475208062386
Nongzhanguan,Wanshouxigong,common_factor_removed,0.12495291168021543
Shunyi,Aotizhongxin,common_factor_removed,-0.07469840117039694
Shunyi,Changping,common_factor_removed,-0.15739311345018614
Shunyi,Dingling,common_factor_removed,-0.09891576861367944
Shunyi,Dongsi,common_factor_removed,-0.14997549481879913
Shunyi,Guanyuan,common_factor_removed,-0.30823925793445484
Shunyi,Gucheng,common_factor_removed,-0.35242710529810545
Shunyi,Huairou,common_factor_removed,0.4323285734755696
Shunyi,Nongzhanguan,common_factor_removed,-0.07171033097156312
Shunyi,Shunyi,common_factor_removed,1.0
Shunyi,Tiantan,common_factor_removed,-0.22297583125746287
Shunyi,Wanliu,common_factor_removed,-0.3667560378053839
Shunyi,Wanshouxigong,common_factor_removed,-0.2202285671700405
Tiantan,Aotizhongxin,common_factor_removed,0.11179941110133945
Tiantan,Changping,common_factor_removed,-0.3941088537082174
Tiantan,Dingling,common_factor_removed,-0.42745290110631223
Tiantan,Dongsi,common_factor_removed,0.2450988083273932
Tiantan,Guanyuan,common_factor_removed,0.33390429931158394
Tiantan,Gucheng,common_factor_removed,-0.006171577203122442
Tiantan,Huairou,common_factor_removed,-0.4008274888819062
Tiantan,Nongzhanguan,common_factor_removed,0.3177999447635526
Tiantan,Shunyi,common_factor_removed,-0.22297583125746284
Tiantan,Tiantan,common_factor_removed,0.9999999999999998
Tiantan,Wanliu,common_factor_removed,0.07178739238958345
Tiantan,Wanshouxigong,common_factor_removed,0.3079573402751027
Wanliu,Aotizhongxin,common_factor_removed,0.06994177732067043
Wanliu,Changping,common_factor_removed,-0.19623543183424366
Wanliu,Dingling,common_factor_removed,-0.27045187017006306
Wanliu,Dongsi,common_factor_removed,0.01258249271431428
Wanliu,Guanyuan,common_factor_removed,0.17441807694824052
Wanliu,Gucheng,common_factor_removed,0.2863677178012552
Wanliu,Huairou,common_factor_removed,-0.24202885320169204
Wanliu,Nongzhanguan,common_factor_removed,-0.00976475208062386
Wanliu,Shunyi,common_factor_removed,-0.3667560378053839
Wanliu,Tiantan,common_factor_removed,0.07178739238958345
Wanliu,Wanliu,common_factor_removed,1.0
Wanliu,Wanshouxigong,common_factor_removed,0.01279221371918446
Wanshouxigong,Aotizhongxin,common_factor_removed,0.029525917523930693
Wanshouxigong,Changping,common_factor_removed,-0.3944634030290801
Wanshouxigong,Dingling,common_factor_removed,-0.40975345795193907
Wanshouxigong,Dongsi,common_factor_removed,0.28003038103976546
Wanshouxigong,Guanyuan,common_factor_removed,0.21591332789334938
Wanshouxigong,Gucheng,common_factor_removed,0.0981136702201482
Wanshouxigong,Huairou,common_factor_removed,-0.3950998275350027
Wanshouxigong,Nongzhanguan,common_factor_removed,0.12495291168021544
Wanshouxigong,Shunyi,common_factor_removed,-0.2202285671700405
Wanshouxigong,Tiantan,common_factor_removed,0.3079573402751027
Wanshouxigong,Wanliu,common_factor_removed,0.01279221371918446
Wanshouxigong,Wanshouxigong,common_factor_removed,0.9999999999999999
