station,N,block_persistence,normalized_lag_closure_error,ordinary_lag_autocorrelation,status
Changping,6,0.0909805871333257,1.4144950261211315,-0.0038791498097482235,POST_HOC_DIAGNOSTIC_ONLY
Changping,7,0.08118355593820688,1.413548934081596,0.0001088207710410815,POST_HOC_DIAGNOSTIC_ONLY
Changping,8,0.15464583525178818,1.3984295843960075,0.024688194996798935,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,0.1185524798552777,1.3848381967824315,0.04395957214908415,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,0.06505386589621673,1.387913392593618,0.039485198067958326,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,0.10999622989894052,1.3857337319665168,0.04221914242623348,POST_HOC_DIAGNOSTIC_ONLY
Changping,12,0.11894854148845145,1.3774542661403404,0.052945190680719824,POST_HOC_DIAGNOSTIC_ONLY
Changping,13,0.07919654894717108,1.3848541197585775,0.03948038502800681,POST_HOC_DIAGNOSTIC_ONLY
Changping,14,0.11865294737245605,1.3744509710762247,0.051252795094121076,POST_HOC_DIAGNOSTIC_ONLY
Changping,15,0.07142162771813636,1.3887065334144928,0.033444454467347375,POST_HOC_DIAGNOSTIC_ONLY
Changping,16,0.05288847619770629,1.4281322899756996,-0.021036956053871764,POST_HOC_DIAGNOSTIC_ONLY
Changping,17,0.07996459731799138,1.4311585342375215,-0.025653038674063357,POST_HOC_DIAGNOSTIC_ONLY
Changping,18,0.13594860777524978,1.4257011625984728,-0.019056298942410527,POST_HOC_DIAGNOSTIC_ONLY
Changping,19,0.0037044820086627344,1.4170385283497797,-0.006847202197958974,POST_HOC_DIAGNOSTIC_ONLY
Changping,20,0.10278724586548271,1.4174995241018609,-0.008316224608248662,POST_HOC_DIAGNOSTIC_ONLY
Dingling,4,0.037193004077180104,1.4373595796274485,-0.03568239651560449,POST_HOC_DIAGNOSTIC_ONLY
Dingling,5,0.03979493304861883,1.4137623926721077,1.918674925530615e-05,POST_HOC_DIAGNOSTIC_ONLY
Dingling,6,0.09710537868217659,1.4050073734991573,0.011094398909423703,POST_HOC_DIAGNOSTIC_ONLY
Dingling,7,0.13741994403860197,1.4046755825000903,0.011882187621039361,POST_HOC_DIAGNOSTIC_ONLY
Dingling,8,0.1791568875894824,1.38779197699677,0.03545736351563854,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,0.08183899920183463,1.3815388573011598,0.044423144152362065,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,0.05082228062679052,1.3922614440172467,0.030759625238778805,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,0.10836385144013254,1.4018197531130085,0.018868120940563223,POST_HOC_DIAGNOSTIC_ONLY
Dingling,12,0.12135130549103275,1.3987541181686087,0.02592200778010606,POST_HOC_DIAGNOSTIC_ONLY
Dingling,13,0.057601110434825936,1.4004678049678672,0.021004106608210234,POST_HOC_DIAGNOSTIC_ONLY
Dingling,14,0.066966727655712,1.3913905097232833,0.02986608313543164,POST_HOC_DIAGNOSTIC_ONLY
Dingling,15,0.07316020743472094,1.3895535508244423,0.03369581641102452,POST_HOC_DIAGNOSTIC_ONLY
Dingling,16,0.05468391411207698,1.4180182331212463,-0.005795342978575351,POST_HOC_DIAGNOSTIC_ONLY
Dingling,17,0.06652474538204534,1.4330705040888856,-0.0320225964330447,POST_HOC_DIAGNOSTIC_ONLY
Dingling,18,0.13977432271546902,1.422879941898543,-0.015263823438681639,POST_HOC_DIAGNOSTIC_ONLY
Dingling,19,0.031286230989156505,1.401898318316763,0.01628934796059013,POST_HOC_DIAGNOSTIC_ONLY
Dingling,20,0.15616919075110944,1.4028069073004021,0.016607049054710218,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,4,0.038281506350736245,1.427798134759238,-0.028421897481690495,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,5,0.05209298780760497,1.405350855756365,0.009739481314181609,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,6,0.11857430450108279,1.3964929918991118,0.018307755147721018,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,7,0.14134637965120986,1.3922340382621055,0.02368423475341388,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,8,0.18777808964249582,1.365963634080235,0.06294517317637649,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,0.22155679300434367,1.3504490409970098,0.08416677245983939,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,0.12744720086918573,1.3773743000811525,0.04464120783458475,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,0.11464153436251306,1.3844321463298126,0.03259418231041794,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,12,0.1990768341453256,1.387554643182456,0.029277390350972068,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,13,0.1704582301859155,1.4041296791228672,0.010095049989035881,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,14,0.19664165218621224,1.3809316630920652,0.04472689528797612,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,15,0.12603564558910205,1.3577022169928952,0.07124979166333692,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,16,0.1310953944947887,1.398044594470419,0.015575107169898003,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,17,0.17610979965924428,1.4137946457279464,-0.008149063315470237,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,18,0.19999995629264988,1.4144738696613834,-0.010378291556598255,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,19,0.1028201689460179,1.39736929385489,0.017855748790180818,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,20,0.2019409277078698,1.4028754449550003,0.012835917781330298,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,4,-0.037342906178352904,1.4488990096130492,-0.051470936444709854,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,5,0.029204232755474978,1.4162009644233644,-0.003253270145773847,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,6,0.060597859987225854,1.4108216105770826,0.0008403297490701792,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,7,0.10990165233674856,1.413934635077175,-0.002779981831721723,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,8,0.1793705176113494,1.391620351163166,0.032108678171615904,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,0.12954156807443548,1.3701745991672525,0.05823123552933371,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,0.035769713168165934,1.3892240850934416,0.03116871371229319,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,0.023503332655450945,1.3928520471449821,0.02542168150813622,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,12,0.13058003202612725,1.3990168323313374,0.01687345027914883,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,13,0.0706912133762627,1.4062760038114712,0.0055833804889495,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,14,0.0818128734731828,1.390441552305252,0.02988964776489153,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,15,0.05672867439897896,1.3795210939402418,0.04462989301784499,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,16,0.03471925546705737,1.4181397470751085,-0.009664618158812003,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,17,0.1105149364528648,1.424116219921078,-0.02022822544111386,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,18,0.0965749774778779,1.416134896078618,-0.009132851807724666,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,19,0.02783791219479208,1.3992667387121844,0.018060573782903135,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,20,0.14339042803404192,1.4089226549192788,0.0036629894833272985,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,4,0.02975575800085254,1.4282447573858759,-0.021415263889013342,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,5,0.05361088946962836,1.410605788516397,0.00021226471338410788,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,6,0.06794184630283902,1.4101148021373888,-0.00407870035829915,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,7,0.12020492394111468,1.4114241665698901,-0.005935104738036958,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,0.1453275734251666,1.3889670484591377,0.03162190007127457,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,0.12927426750101376,1.3739740214340037,0.04992640531894013,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,0.023847573073487626,1.3876741088068205,0.03152879881854407,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,0.01004035476437593,1.397386805537642,0.01665897062487252,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,12,0.09623984265322404,1.4047964741871823,0.004320870145790964,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,13,0.029637451603203507,1.4097416932592808,-0.00044557701895714906,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,14,0.043280189949557096,1.385244635963254,0.035676824514052706,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,15,0.04117545573481512,1.3908566238438484,0.028891109985167873,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,16,-0.010360074245763538,1.431289303781182,-0.030349228644714923,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,17,0.08769501825236702,1.427976172796687,-0.02900271831789315,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,18,0.1368599768873096,1.4175239555120354,-0.017362387801222956,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,19,0.00858574071089345,1.4026003385473031,0.012006286867318893,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,20,0.13676280249503028,1.413508333378161,-0.0023221685830488222,POST_HOC_DIAGNOSTIC_ONLY
Huairou,4,0.0702159756894488,1.4279317849766269,-0.02553389622282883,POST_HOC_DIAGNOSTIC_ONLY
Huairou,5,0.06241354648296122,1.4179623900769158,-0.0075644272836673495,POST_HOC_DIAGNOSTIC_ONLY
Huairou,6,0.10039049929906779,1.4041807538071165,0.0096070106995441,POST_HOC_DIAGNOSTIC_ONLY
Huairou,7,0.08533629193618253,1.4037466275628938,0.01214147764790482,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,0.13922686934910863,1.3789460559385345,0.04588389175799107,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,0.10130858810339888,1.378991547476954,0.04756211933064495,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,0.08849247246133661,1.395327112957609,0.02652602842448294,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,0.09576735334987535,1.39634552599679,0.02307985406959026,POST_HOC_DIAGNOSTIC_ONLY
Huairou,12,0.09151280278603832,1.393775819723818,0.02315910618975659,POST_HOC_DIAGNOSTIC_ONLY
Huairou,13,0.0700409282665393,1.3986647088269326,0.019990513530826703,POST_HOC_DIAGNOSTIC_ONLY
Huairou,14,0.07692783986801553,1.390459660297813,0.0342160310208532,POST_HOC_DIAGNOSTIC_ONLY
Huairou,15,0.08914943045958744,1.384359290172313,0.043628700559555526,POST_HOC_DIAGNOSTIC_ONLY
Huairou,16,-0.0009460285673032576,1.4071517332938293,0.01375923683024434,POST_HOC_DIAGNOSTIC_ONLY
Huairou,17,0.06586506389428314,1.4345881841707417,-0.03044521195798409,POST_HOC_DIAGNOSTIC_ONLY
Huairou,18,0.08415202876553007,1.428123998461243,-0.018673820057117273,POST_HOC_DIAGNOSTIC_ONLY
Huairou,19,0.024159205362267653,1.4219911350203596,-0.014779032096448938,POST_HOC_DIAGNOSTIC_ONLY
Huairou,20,0.09069823566668994,1.416953448911872,-0.006324297698157703,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,4,0.006727437100239897,1.4348066671845177,-0.03516210976658905,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,5,0.01568284987271437,1.41516253433502,-0.008108746728724284,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,6,0.05756190939749703,1.4097173476469502,-0.006157031551810334,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,7,0.11941506288653891,1.4026473261805585,0.005248742963972157,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,0.12410116029778709,1.3801240788812024,0.039562899460050344,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,0.14323081793730233,1.3554834988989068,0.07028297730666276,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,0.04078388681369541,1.375844838386276,0.045104269126414694,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,0.04105844855672605,1.391683861010366,0.026733265330564325,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,12,0.16557810254838043,1.4002380842247917,0.016227221593852925,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,13,0.098355731562084,1.4085792674834379,0.005395895434010344,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,14,0.10506524595771766,1.3824173995528417,0.03733149928613965,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,15,0.05677598119945291,1.3776522698538591,0.04244587972543071,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,16,0.049206731288478855,1.41901644860133,-0.014205210790312051,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,17,0.12898083961117252,1.4259326246794124,-0.02476468822658478,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,18,0.0823129897775447,1.4118655395233508,-0.009702302649917888,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,19,0.029159505764590046,1.4013142389403768,0.0025099483630174014,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,20,0.07738635634613415,1.4161034924220819,-0.016423300389797217,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,4,0.007654957573991294,1.4347283888519362,-0.04188957439091615,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,5,0.05454976110106121,1.420179256848866,-0.02184518752229784,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,6,0.11449300468406301,1.4028790138101774,0.0053509401029981475,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,7,0.07999376617622049,1.3929154264078545,0.020891909884104838,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,0.15359065216984344,1.3648411571496504,0.05896086480560301,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,0.13799885228388803,1.358678764922144,0.06582230358219572,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,0.11520307335934471,1.3812388649727458,0.036895894041240426,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,0.08723598096341419,1.3924389916801594,0.0228583251357371,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,12,0.12777721313566448,1.3935514397970465,0.02125575279095762,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,13,0.08281772468736895,1.3972186333823284,0.013875734594888387,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,14,0.08423420582013076,1.3737408962867927,0.0426433233625351,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,15,0.11606807449281978,1.3662799277265076,0.053915061278123906,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,16,0.05258982429035489,1.399857414361732,0.011422009247043341,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,17,0.09783404363069925,1.4113834567865748,-0.007727606744243697,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,18,0.13318904797886685,1.4153520574929568,-0.010009758169657804,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,19,0.0754743049861509,1.4063963789854408,0.0021290521401908092,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,20,0.14183119983994236,1.4063962531633218,0.005213267126616195,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,4,-0.0863150852727645,1.4492763651506102,-0.06470314530825427,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,5,-0.037342530029365065,1.4190270489838708,-0.018627030917431887,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,6,-0.033353973731924696,1.4138150831517788,-0.012128431685655505,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,7,-0.02065985410315172,1.4115498060033678,-0.009081051414384459,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,-0.013742515553074375,1.393160326097854,0.020502657601725777,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,0.024212271543590257,1.3640723405930353,0.05810247600623114,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,0.04597576726512829,1.389209391300241,0.024078423639334462,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,11,-0.016304215384755925,1.3986692723976675,0.014583636330259749,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,12,0.0863447735637619,1.3942487850624794,0.017538343890157862,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,13,0.07619563264908795,1.3995272771640135,0.010215084816045243,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,14,0.1021260310878298,1.3850316340453277,0.031054007048720047,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,15,0.04290779169390708,1.3746071413165355,0.041802343192957885,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,16,0.0295555722577499,1.4158337598745794,-0.017350758489079573,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,17,0.06783476790605583,1.4172519845536822,-0.020225815844471032,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,18,0.07657977794897168,1.415866675201851,-0.01363058591705739,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,19,-0.005411191170253145,1.410622342166832,-0.005068590260049307,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,20,0.13869454856998376,1.4196858956834504,-0.018963487516494425,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,4,0.010206128493603391,1.4365837295681392,-0.044063209709190365,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,5,0.05605330432205193,1.4057641143210347,0.0013908350280977804,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,6,0.12762233597435446,1.3962722414264805,0.015506125245759372,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,7,0.15031364660000385,1.3894965012853273,0.022187656930348795,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,0.17778313628861786,1.3673058720491982,0.04950249114550476,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,0.20639885581934647,1.3583944929177574,0.06048847885385611,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,0.1054293648996627,1.3731558706982694,0.04089940775610709,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,11,0.11359421080076365,1.3697913485314794,0.046067525032921955,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,12,0.21237663484533284,1.3766440626093364,0.03492359646883889,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,13,0.1609083984766144,1.3877951190850588,0.022921411431994394,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,14,0.17791789225592478,1.364972947179436,0.056983939011291944,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,15,0.17644241984898862,1.365271866287546,0.056428327592621313,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,16,0.10783822501106795,1.4020998980987445,0.0023950246245539163,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,17,0.20363333533272898,1.4092417298285649,-0.010523379757173008,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,18,0.21464107738819235,1.397862781128107,0.008089168762238003,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,19,0.1317267541911023,1.3887408221337965,0.022509660350127594,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,20,0.2563163389342663,1.389905323937352,0.020944625433458815,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,4,-0.08106333560283902,1.4430824779262366,-0.0523772612139566,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,5,-0.03349971502112396,1.4144249255406374,-0.012471106813083848,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,6,0.015932630070596074,1.4114512374480752,-0.00801174573191189,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,7,0.07099445141142566,1.4062364142637749,0.0032020779639723514,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,0.059221620029466675,1.379533398795678,0.03763924449757268,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,0.11084753275784492,1.3691027692303281,0.05146734767135903,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,0.07577638900388349,1.3941824617669307,0.01867654210692881,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,11,0.04910877961644294,1.4003164940004411,0.007357825794129237,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,12,0.14407622996745173,1.3895371457079313,0.023804911455414923,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,13,0.12306121630908796,1.3915770798377238,0.021577870397390276,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,14,0.18980995270987125,1.3840605489060311,0.0367393036366696,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,15,0.10766500928561984,1.3733324574513799,0.04062394247893961,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,16,0.10646133829219412,1.405231687934542,-0.0035028849977354727,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,17,0.15266220973213074,1.4146336787630076,-0.0109547319906147,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,18,0.1742793023249242,1.4072501219170432,0.004129413596694844,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,19,0.06944736576713337,1.3953247665767248,0.02284887564323739,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,20,0.1665066622585299,1.4134091328323652,-0.002775032553007031,POST_HOC_DIAGNOSTIC_ONLY
