family_id,family_class,geometry_kind,target_channel,channel_truth,parent_index,seed,campaign_id,nested_replicates,observed_score,null_median,observed_minus_null,parent_matched_upper_p,parent_channel_detected,representation_status,transformed_score,universal_TLD_call
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,8,332008,independent-9,1,1.0494529204908853,1.1638799809425973,-0.11442706045171191,1.0,False,PASS,1.0494529204908853,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,9,332009,independent-10,1,1.2297580107364448,1.15627516900723,0.07348284172921482,0.1875,False,PASS,1.229758010736445,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,10,332010,independent-11,1,0.9881486112128002,1.0937646958066922,-0.10561608459389205,1.0,False,PASS,0.9881486112128002,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,11,332011,independent-12,1,1.291325519983045,1.2544917650457288,0.03683375493731611,0.3125,False,PASS,1.291325519983045,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,12,332012,independent-13,1,1.1152835187926025,1.2227183333718306,-0.1074348145792281,0.90625,False,PASS,1.1152835187926027,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,13,332013,independent-14,1,1.3117182555642235,1.152737727765876,0.1589805277983476,0.03125,True,PASS,1.3117182555642235,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,14,332014,independent-15,1,1.4290943855702174,1.32461997702868,0.10447440854153744,0.15625,False,PASS,1.4290943855702174,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,15,332015,independent-16,1,1.2309777320923012,1.2260346129215416,0.0049431191707596245,0.5,False,PASS,1.2309777320923014,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,16,332016,independent-17,1,1.19245018574017,1.1790879387947395,0.013362246945430423,0.4375,False,PASS,1.19245018574017,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,17,332017,independent-18,1,1.185155429995913,1.1671117097560528,0.018043720239860228,0.4375,False,PASS,1.185155429995913,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,18,332018,independent-19,1,1.1491020938345744,1.1896501877774375,-0.04054809394286307,0.75,False,PASS,1.1491020938345744,NOT_APPLICABLE
N02,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,19,332019,independent-20,1,1.2295976355880474,1.2005776928149527,0.02901994277309461,0.375,False,PASS,1.2295976355880474,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,0,333000,independent-1,1,0.0005486292755606907,0.009073682383631565,-0.008525053108070875,0.9375,False,PASS,0.0005486292755606855,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,1,333001,independent-2,1,0.010012227179306065,0.006291795392998204,0.0037204317863078614,0.4375,False,PASS,0.010012227179306055,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,2,333002,independent-3,1,0.008100342636735192,0.007050813647804135,0.001049528988931057,0.4375,False,PASS,0.008100342636735194,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,3,333003,independent-4,1,0.008636079330523263,0.007043758655084614,0.001592320675438649,0.40625,False,PASS,0.008636079330523263,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,4,333004,independent-5,1,0.006854069434106007,0.010980125877264862,-0.004126056443158855,0.71875,False,PASS,0.0068540694341060054,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,5,333005,independent-6,1,0.0015926454420689899,0.005315141738346912,-0.003722496296277922,0.9375,False,PASS,0.0015926454420689836,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,6,333006,independent-7,1,0.019449756829446774,0.01098893192273143,0.008460824906715344,0.1875,False,PASS,0.019449756829446774,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,7,333007,independent-8,1,0.013532438423125546,0.008004496861014865,0.005527941562110681,0.25,False,PASS,0.013532438423125551,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,8,333008,independent-9,1,0.005797806508636248,0.009726332694142307,-0.003928526185506059,0.5625,False,PASS,0.005797806508636253,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,9,333009,independent-10,1,0.00196878281804032,0.009784951968840168,-0.007816169150799848,0.875,False,PASS,0.001968782818040319,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,10,333010,independent-11,1,0.00019250331785602244,0.007163938883191811,-0.006971435565335788,1.0,False,PASS,0.00019250331785601897,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,11,333011,independent-12,1,0.019735082376870015,0.007664300653411076,0.01207078172345894,0.21875,False,PASS,0.019735082376870015,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,12,333012,independent-13,1,0.006994206551307176,0.01037601121336808,-0.003381804662060903,0.65625,False,PASS,0.006994206551307177,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,13,333013,independent-14,1,0.011819897272252817,0.012003503208501472,-0.00018360593624865487,0.53125,False,PASS,0.01181989727225281,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,14,333014,independent-15,1,0.01977376377598463,0.010309648141420085,0.009464115634564545,0.15625,False,PASS,0.01977376377598463,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,15,333015,independent-16,1,0.002295418144418953,0.008080468782930271,-0.005785050638511318,0.84375,False,PASS,0.002295418144418958,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,16,333016,independent-17,1,0.01832586698763774,0.009405760116555995,0.008920106871081744,0.25,False,PASS,0.018325866987637735,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,17,333017,independent-18,1,0.002063699169445792,0.005890540450433785,-0.0038268412809879934,0.71875,False,PASS,0.002063699169445787,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,18,333018,independent-19,1,0.01995208345610151,0.011268981975475555,0.008683101480625954,0.21875,False,PASS,0.019952083456101513,NOT_APPLICABLE
N03,TRUE_NEGATIVE,ScalarVolume3D,volume_neighbor,ABSENT,19,333019,independent-20,1,0.0010551000402135185,0.007322269398021185,-0.006267169357807667,1.0,False,PASS,0.0010551000402135152,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,0,334000,independent-1,1,0.3894292355478713,0.18559135362526744,0.20383788192260385,0.21875,False,PASS,0.38942923554787107,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,1,334001,independent-2,1,0.26862390028830935,0.19016633962705798,0.07845756066125137,0.46875,False,PASS,0.26862390028830924,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,2,334002,independent-3,1,0.07891918665589705,0.32663050930298915,-0.2477113226470921,0.875,False,PASS,0.07891918665589702,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,3,334003,independent-4,1,0.2709844591655063,0.3109960201327165,-0.0400115609672102,0.59375,False,PASS,0.27098445916550623,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,4,334004,independent-5,1,0.26921841615439973,0.27024261547175277,-0.0010241993173530362,0.53125,False,PASS,0.26921841615439984,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,5,334005,independent-6,1,0.14449072872696894,0.2531341974099239,-0.10864346868295494,0.6875,False,PASS,0.14449072872696903,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,6,334006,independent-7,1,0.007662680204841411,0.24794885452384793,-0.24028617431900653,1.0,False,PASS,0.007662680204841711,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,7,334007,independent-8,1,0.13725306538384358,0.27374218691493785,-0.13648912153109427,0.59375,False,PASS,0.1372530653838434,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,8,334008,independent-9,1,0.23791803864024202,0.29674543731698927,-0.058827398676747245,0.5625,False,PASS,0.23791803864024236,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,9,334009,independent-10,1,0.5455177613511172,0.26228981194218864,0.28322794940892854,0.15625,False,PASS,0.5455177613511168,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,10,334010,independent-11,1,0.09006480395898069,0.29039577087715285,-0.20033096691817215,0.84375,False,PASS,0.09006480395898066,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,11,334011,independent-12,1,0.10724814341742717,0.3544964679861359,-0.2472483245687087,0.8125,False,PASS,0.10724814341742707,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,12,334012,independent-13,1,0.04393912325299612,0.27975728772137964,-0.23581816446838352,0.9375,False,PASS,0.04393912325299617,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,13,334013,independent-14,1,0.7404744703261997,0.1848706222528408,0.5556038480733589,0.0625,False,PASS,0.7404744703261997,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,14,334014,independent-15,1,0.19573612567713225,0.3055780127204511,-0.10984188704331885,0.625,False,PASS,0.1957361256771324,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,15,334015,independent-16,1,0.44406260316296053,0.3273834465208762,0.11667915664208434,0.28125,False,PASS,0.44406260316296065,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,16,334016,independent-17,1,0.13311589993128115,0.2555191316688659,-0.12240323173758477,0.75,False,PASS,0.13311589993128123,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,17,334017,independent-18,1,0.8748651262905687,0.24530816368962416,0.6295569626009445,0.03125,True,PASS,0.8748651262905689,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,18,334018,independent-19,1,0.4258468161866421,0.3320848555591471,0.09376196062749503,0.40625,False,PASS,0.4258468161866421,NOT_APPLICABLE
N04,TRUE_NEGATIVE,SpatiotemporalScalarField,temporal_lag,ABSENT,19,334019,independent-20,1,0.11753257114121923,0.23308132802712525,-0.11554875688590602,0.6875,False,PASS,0.11753257114121919,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,0,335000,independent-1,1,0.5857334867827189,0.5802186406477564,0.005514846134962448,0.46875,False,PASS,0.585733486782719,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,1,335001,independent-2,1,1.123946230290553,1.0764594313606937,0.0474867989298593,0.375,False,PASS,1.123946230290555,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,2,335002,independent-3,1,1.038358878463105,0.9947424324876297,0.043616445975475315,0.34375,False,PASS,1.0383588784631073,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,3,335003,independent-4,1,0.995284932642755,0.9754381787680803,0.019846753874674716,0.46875,False,PASS,0.9952849326427562,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,4,335004,independent-5,1,1.4255269527069496,1.3374792022714388,0.08804775043551083,0.125,False,PASS,1.4255269527069496,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,5,335005,independent-6,1,1.2925267496689776,1.1083097434110978,0.18421700625787985,0.09375,False,PASS,1.292526749668979,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,6,335006,independent-7,1,0.8150458604495676,0.8560693071933004,-0.041023446743732817,0.78125,False,PASS,0.8150458604495694,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,7,335007,independent-8,1,1.2093736333262202,1.3080554913198852,-0.09868185799366502,0.9375,False,PASS,1.2093736333262197,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,8,335008,independent-9,1,1.0066494850124381,1.0318057007806973,-0.025156215768259216,0.625,False,PASS,1.0066494850124388,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,9,335009,independent-10,1,1.1083927922161174,1.1230916467082321,-0.014698854492114721,0.59375,False,PASS,1.1083927922161165,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,10,335010,independent-11,1,0.6158012869961564,0.5528812683662097,0.06292001862994678,0.125,False,PASS,0.615801286996156,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,11,335011,independent-12,1,1.3370039146850432,1.2137393647256673,0.12326454995937586,0.15625,False,PASS,1.3370039146850434,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,12,335012,independent-13,1,1.4771048622098073,1.2538480905241354,0.22325677168567193,0.03125,True,PASS,1.4771048622098073,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,13,335013,independent-14,1,1.1901917679326863,0.9786638728164804,0.21152789511620596,0.03125,True,PASS,1.190191767932681,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,14,335014,independent-15,1,0.9391063471861887,0.9713541050288106,-0.032247757842621905,0.75,False,PASS,0.9391063471861876,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,15,335015,independent-16,1,1.2786055824141234,1.3012472481401343,-0.022641665726010896,0.625,False,PASS,1.2786055824141247,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,16,335016,independent-17,1,1.189313137816991,1.1160652004385114,0.07324793737847957,0.21875,False,PASS,1.1893131378169897,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,17,335017,independent-18,1,0.7516316870558121,0.8211927989014912,-0.06956111184567915,0.9375,False,PASS,0.7516316870558123,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,18,335018,independent-19,1,0.7618462518231504,0.8655694594074662,-0.10372320758431586,0.90625,False,PASS,0.76184625182315,NOT_APPLICABLE
N05,TRUE_NEGATIVE,WeightedGraphGeometry,graph_spectral_radius,ABSENT,19,335019,independent-20,1,1.3362616317136657,1.2656998691196955,0.07056176259397029,0.25,False,PASS,1.3362616317136666,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,0,336000,independent-1,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,1,336001,independent-2,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,2,336002,independent-3,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,3,336003,independent-4,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,4,336004,independent-5,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,5,336005,independent-6,1,0.0,0.3351425408045035,-0.3351425408045035,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,6,336006,independent-7,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,7,336007,independent-8,1,0.0,1.085058257777418,-1.085058257777418,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,8,336008,independent-9,1,0.0,0.5115511972156424,-0.5115511972156424,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,9,336009,independent-10,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,10,336010,independent-11,1,0.0,0.11237939273655224,-0.11237939273655224,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,11,336011,independent-12,1,0.0,0.3447751937067523,-0.3447751937067523,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,12,336012,independent-13,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,13,336013,independent-14,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,14,336014,independent-15,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,15,336015,independent-16,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,16,336016,independent-17,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,17,336017,independent-18,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,18,336018,independent-19,1,0.0,0.0,0.0,1.0,False,PASS,0.0,NOT_APPLICABLE
N06,TRUE_NEGATIVE,DirectedGraphGeometry,directed_three_cycle,ABSENT,19,336019,independent-20,1,0.0,0.9872930651025819,-0.9872930651025819,1.0,False,PASS,0.0,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,0,337000,independent-1,1,0.20362756152745187,0.07181951299300146,0.1318080485344504,0.125,False,PASS,0.20362756152745187,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,1,337001,independent-2,1,0.20754356287410863,0.10753166208574139,0.10001190078836725,0.125,False,PASS,0.20754356287410863,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,2,337002,independent-3,1,0.06912061082293576,0.10778298275598923,-0.03866237193305347,0.75,False,PASS,0.06912061082293576,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,3,337003,independent-4,1,0.07897374487202079,0.09581284121533638,-0.016839096343315596,0.59375,False,PASS,0.07897374487202079,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,4,337004,independent-5,1,0.011789582646510918,0.06943205978297783,-0.057642477136466905,0.875,False,PASS,0.011789582646510918,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,5,337005,independent-6,1,0.09490423611204372,0.052904016414213224,0.0420002196978305,0.3125,False,PASS,0.09490423611204372,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,6,337006,independent-7,1,0.027349982409868787,0.06586061575943888,-0.0385106333495701,0.84375,False,PASS,0.027349982409868787,NOT_APPLICABLE
